Voltage,Current,Temperature,Vibration,Fault
234.32,6.31,90.53,9.87,1
235.0,4.84,47.45,9.58,1
215.82,3.15,77.62,7.78,1
243.68,9.77,90.19,4.88,1
232.59,11.74,34.91,9.96,1
245.26,6.52,82.19,3.58,1
225.04,2.81,37.12,4.49,0
242.49,4.8,33.23,6.06,0
231.56,14.36,20.88,0.1,0
231.59,11.54,38.23,5.54,0
241.27,7.13,87.98,7.38,1
214.77,5.94,44.76,3.0,0
247.63,11.85,59.08,2.43,0
245.98,3.59,33.89,7.16,1
237.31,11.31,40.96,4.77,0
239.32,4.9,62.31,4.07,0
223.12,12.61,54.81,7.76,1
236.96,9.99,99.87,1.72,1
223.47,8.93,92.61,0.16,1
216.37,2.19,89.48,8.19,1
214.96,13.31,88.38,7.26,1
243.91,5.87,52.64,4.88,0
246.56,2.07,82.32,1.59,1
213.37,8.7,69.89,5.25,0
210.99,5.38,59.37,2.25,0
238.16,7.4,47.06,8.07,1
232.99,4.91,38.06,5.23,0
245.52,6.44,64.98,2.54,0
238.11,10.18,27.79,2.97,0
219.87,2.9,68.65,8.31,1
243.52,7.18,23.17,9.56,1
234.21,4.66,32.92,3.55,0
213.62,9.17,65.56,0.97,0
235.92,0.31,93.06,5.13,1
228.0,1.91,30.02,0.88,0
217.64,4.62,57.98,3.99,0
216.33,6.5,21.71,0.12,0
228.09,12.27,56.05,9.91,1
234.96,1.36,27.47,6.03,0
248.59,9.34,24.53,2.31,0
226.36,14.58,43.91,0.83,0
239.95,4.63,52.3,6.53,0
230.0,11.9,65.11,8.06,1
231.6,0.22,86.34,7.18,1
223.57,13.86,68.78,1.17,0
214.52,2.3,44.7,3.05,0
220.59,10.17,93.85,1.91,1
215.51,13.42,66.26,3.49,0
213.93,13.02,98.09,5.1,1
216.1,11.12,22.99,4.08,0
217.51,13.8,91.99,3.01,1
243.26,3.56,87.11,8.36,1
224.97,12.55,84.12,7.61,1
210.28,4.26,46.09,3.39,0
234.19,2.42,31.93,2.04,0
228.68,8.63,99.75,0.31,1
241.01,2.1,69.4,7.25,1
248.57,6.83,26.01,1.76,0
216.25,1.87,22.29,4.78,0
222.72,11.93,73.9,2.29,0
233.56,7.22,52.3,7.24,1
223.84,3.56,91.48,2.5,1
210.77,1.79,86.17,5.03,1
237.88,9.87,34.89,2.92,0
232.55,3.79,49.11,0.53,0
232.76,10.37,52.36,3.22,0
243.41,13.87,82.04,3.51,1
235.61,2.55,60.63,7.4,1
213.89,12.93,29.25,0.55,0
233.98,1.99,68.49,4.45,0
248.75,6.79,34.83,6.89,0
212.36,5.34,78.96,4.82,0
220.93,1.99,27.24,4.19,0
247.81,1.64,41.77,9.56,1
233.04,6.89,38.65,8.18,1
237.87,0.27,94.81,0.13,1
240.33,14.32,61.21,5.69,0
232.17,1.35,40.72,4.54,0
227.53,5.58,59.04,5.55,0
220.06,2.17,61.07,8.08,1
213.73,7.8,71.52,5.85,0
240.67,3.26,83.19,5.42,1
219.6,7.39,31.9,1.75,0
221.47,12.13,67.08,1.52,0
214.28,1.32,71.65,2.33,0
224.03,10.88,79.56,9.62,1
236.22,9.82,52.6,1.88,0
239.92,8.02,82.99,5.97,1
249.34,12.65,59.7,5.39,0
242.03,9.31,47.67,0.03,0
222.17,8.14,36.95,5.87,0
248.75,3.86,99.02,7.99,1
231.23,5.95,41.04,4.1,0
230.81,6.02,84.29,1.21,1
242.16,12.28,22.77,7.88,1
210.26,3.1,42.29,6.48,0
223.84,3.62,50.97,9.62,1
240.74,7.47,88.78,0.33,1
247.12,9.07,27.35,5.55,0
243.68,5.2,77.96,7.92,1
248.14,11.72,66.72,8.14,1
217.61,7.05,30.56,8.74,1
242.19,10.26,47.21,1.67,0
234.81,10.63,23.91,6.38,0
233.84,2.79,34.11,1.0,0
248.53,0.44,39.76,2.92,0
228.25,6.82,85.84,6.07,1
232.39,2.06,23.36,3.73,0
236.8,5.18,60.66,1.2,0
227.84,12.98,31.34,5.32,0
237.12,12.84,33.04,7.25,1
235.45,5.94,65.74,4.81,0
246.48,12.84,65.63,7.39,1
228.95,14.95,39.59,1.48,0
247.87,12.75,91.87,2.41,1
236.7,1.57,46.24,0.63,0
248.37,0.37,39.94,0.28,0
231.12,10.2,25.95,5.52,0
218.25,5.56,85.34,3.94,1
241.31,11.65,25.09,7.48,1
222.76,11.27,97.54,9.19,1
234.69,3.25,47.72,0.57,0
227.9,5.11,35.93,5.11,0
235.73,4.34,42.37,8.28,1
230.2,2.85,31.97,1.37,0
237.5,13.89,93.65,9.56,1
218.65,6.92,37.47,7.56,1
240.05,2.28,99.47,2.81,1
219.89,11.85,76.37,0.54,0
249.94,4.85,56.13,0.03,0
217.28,4.74,30.5,4.07,0
249.14,5.75,43.65,5.51,0
249.74,2.24,64.37,1.1,0
249.13,1.4,82.82,0.26,1
242.66,1.2,59.84,5.27,0
231.63,10.13,91.62,0.09,1
229.91,10.78,22.3,1.13,0
236.34,9.88,38.93,4.44,0
244.23,4.59,26.29,8.89,1
212.41,4.77,82.31,0.45,1
236.84,7.08,51.7,2.89,0
220.0,8.44,99.14,5.97,1
212.44,1.77,23.7,4.12,0
234.62,0.6,23.8,1.23,0
248.57,6.69,89.32,6.46,1
229.86,5.62,97.58,9.5,1
238.13,0.29,38.09,4.94,0
219.91,4.31,61.87,1.82,0
211.25,4.8,60.2,8.23,1
227.8,5.79,34.64,0.25,0
245.3,10.53,82.55,6.31,1
241.18,9.79,36.69,9.79,1
228.74,6.27,65.15,7.5,1
214.58,1.11,94.79,5.4,1
215.52,3.87,76.16,7.25,1
238.92,4.88,97.23,8.53,1
237.15,10.95,22.16,9.56,1
221.75,0.86,59.99,4.74,0
220.32,10.43,30.71,9.98,1
218.49,4.3,83.44,3.95,1
227.14,0.05,44.03,8.76,1
235.14,6.07,94.25,4.55,1
235.19,4.44,74.02,7.33,1
213.64,12.27,69.49,6.98,0
243.65,6.22,55.15,5.35,0
239.96,0.08,56.99,10.0,1
211.18,14.52,85.02,1.59,1
229.34,1.05,58.5,5.8,0
245.95,6.16,41.18,0.11,0
225.2,12.02,22.23,0.44,0
232.2,1.94,45.72,8.18,1
241.47,8.52,62.76,0.21,0
243.85,0.76,66.73,3.91,0
213.15,13.1,72.22,6.6,0
222.42,0.39,82.86,1.09,1
228.84,3.98,52.92,4.16,0
234.21,3.95,28.09,7.57,1
243.39,11.4,36.67,9.34,1
245.49,14.88,52.23,1.09,0
245.93,3.14,81.61,9.96,1
213.72,11.39,42.5,1.48,0
241.67,5.25,80.41,9.59,1
231.24,9.33,67.62,9.37,1
238.82,8.71,71.93,6.27,0
239.31,10.24,97.96,2.02,1
238.36,9.68,77.18,0.89,0
243.54,12.35,59.5,3.88,0
222.68,0.47,88.84,5.51,1
221.34,7.51,40.63,0.24,0
215.25,4.12,53.95,9.9,1
246.86,5.45,78.34,6.56,0
231.15,13.45,23.17,0.78,0
241.78,14.17,82.9,4.18,1
229.65,0.61,57.56,8.19,1
242.25,14.2,53.91,1.04,0
224.54,7.85,99.07,6.81,1
244.53,1.22,86.27,6.09,1
230.01,5.16,54.76,3.96,0
214.41,6.44,54.08,5.17,0
225.97,7.05,36.17,8.33,1
237.83,14.76,33.9,8.44,1
233.24,5.3,77.52,0.05,0
210.62,4.07,43.01,7.15,1
215.19,0.7,52.03,8.57,1
233.38,6.52,69.03,9.3,1
220.68,13.17,57.13,2.52,0
222.67,4.99,38.94,7.05,1
228.18,2.48,20.37,7.44,1
227.27,0.51,56.23,7.73,1
220.14,6.39,35.0,8.12,1
227.0,0.98,82.51,6.41,1
219.52,0.91,58.89,7.06,1
241.63,1.4,61.66,5.65,0
218.13,6.87,86.03,7.78,1
241.27,11.98,36.64,7.91,1
241.53,8.57,31.16,0.21,0
220.72,7.03,79.32,0.31,0
231.27,5.23,64.01,2.28,0
247.83,2.42,78.12,2.98,0
238.31,11.74,41.03,3.07,0
240.69,1.2,68.46,4.47,0
223.17,12.71,53.55,9.57,1
222.77,3.89,25.31,3.48,0
242.75,4.98,67.84,3.99,0
213.58,12.27,29.12,4.3,0
242.07,2.12,41.14,0.87,0
236.58,13.02,32.1,5.71,0
216.71,5.05,32.58,5.15,0
213.72,9.5,30.01,7.58,1
232.8,1.21,22.71,7.69,1
224.78,1.85,51.18,4.26,0
234.58,12.63,77.7,4.79,0
238.6,14.83,34.96,2.76,0
238.84,5.09,91.01,7.65,1
238.86,14.1,48.74,5.77,0
239.77,14.86,71.64,8.91,1
228.87,12.77,49.14,2.72,0
249.3,7.82,38.22,0.11,0
221.03,0.18,25.41,3.12,0
231.71,7.42,75.39,6.56,0
232.17,10.77,94.43,9.81,1
210.48,4.64,94.8,8.59,1
210.47,7.01,83.65,2.81,1
241.38,4.86,42.39,9.64,1
210.9,5.96,59.01,1.98,0
211.4,8.26,77.01,6.65,0
249.83,14.15,83.54,7.15,1
222.08,11.84,70.54,2.87,0
248.37,10.45,57.46,9.8,1
213.03,11.19,35.52,5.46,0
237.56,10.71,48.62,8.09,1
220.46,14.06,78.91,7.1,1
234.1,4.38,83.95,0.15,1
221.17,3.02,54.52,4.47,0
226.58,7.33,91.23,6.7,1
238.09,14.24,82.07,4.84,1
233.27,13.8,97.82,2.31,1
239.51,11.73,88.4,8.39,1
214.97,0.08,56.4,5.23,0
240.5,5.83,68.86,2.81,0
212.61,8.56,24.39,8.96,1
239.62,11.8,50.79,9.27,1
212.06,1.03,43.6,3.54,0
220.03,1.97,61.69,9.02,1
248.01,6.02,64.9,9.22,1
219.66,12.5,88.84,9.8,1
232.15,13.1,87.19,7.58,1
219.19,11.31,35.15,8.64,1
242.63,9.72,29.27,2.78,0
236.67,10.01,80.52,6.72,1
231.95,5.54,67.75,5.72,0
210.06,14.47,81.93,5.49,1
224.48,0.22,47.44,9.26,1
211.8,0.15,33.06,1.75,0
231.24,13.83,88.96,9.2,1
231.87,8.52,70.54,6.27,0
229.81,8.2,44.33,5.76,0
218.91,0.97,61.66,5.92,0
217.6,3.64,33.64,7.3,1
241.86,11.11,59.02,0.33,0
220.65,2.17,73.04,4.28,0
241.13,9.91,37.76,9.58,1
246.17,11.36,70.82,6.69,0
230.3,9.67,63.15,7.54,1
238.35,14.6,66.95,9.67,1
213.36,11.1,60.2,8.48,1
236.1,14.21,91.82,3.81,1
229.1,6.69,91.88,6.6,1
231.57,7.41,20.87,0.16,0
228.29,12.27,88.13,0.54,1
238.87,12.58,75.83,3.93,0
215.4,13.08,97.57,2.45,1
217.17,4.07,20.27,8.63,1
212.09,11.42,21.62,2.0,0
225.97,1.89,90.05,4.24,1
215.63,13.24,46.62,3.24,0
237.29,0.05,25.67,6.77,0
218.97,5.42,52.49,1.57,0
243.9,3.13,44.8,7.67,1
249.98,9.22,23.02,3.1,0
222.34,11.23,36.22,2.66,0
222.79,4.22,71.23,1.63,0
228.15,13.99,39.84,1.1,0
230.18,0.36,27.48,6.88,0
237.75,1.53,62.48,4.5,0
248.87,12.48,36.05,9.38,1
231.66,14.26,76.29,1.89,0
212.64,3.22,68.51,4.17,0
212.32,4.12,36.91,6.4,0
216.06,10.91,85.48,7.36,1
233.43,9.12,90.07,0.99,1
244.29,14.86,65.98,4.44,0
239.4,13.0,89.81,7.27,1
234.32,4.94,76.51,3.44,0
223.22,11.71,22.1,4.87,0
232.6,8.97,55.75,1.3,0
242.0,6.83,35.13,2.18,0
229.32,11.36,59.88,6.13,0
223.05,14.94,54.57,3.01,0
229.97,12.09,75.2,3.51,0
225.29,6.01,53.03,7.63,1
242.54,6.04,85.41,7.87,1
222.71,4.28,81.15,0.98,1
216.43,10.73,51.77,5.47,0
210.53,0.54,70.83,1.45,0
228.67,4.61,53.68,3.92,0
234.86,9.54,43.79,9.48,1
234.28,14.21,80.43,7.43,1
236.86,9.35,82.71,4.23,1
231.28,13.9,79.55,7.46,1
245.54,11.03,37.48,7.68,1
235.4,9.12,63.83,3.21,0
237.46,12.92,41.26,0.99,0
216.99,10.17,39.04,2.29,0
229.36,11.8,26.4,5.42,0
229.07,5.21,91.4,7.79,1
249.26,0.68,52.89,2.5,0
235.44,2.16,38.15,2.33,0
227.46,5.37,79.42,3.22,0
249.4,12.17,79.0,3.62,0
222.43,0.42,65.01,5.04,0
222.89,1.57,96.82,3.26,1
237.42,4.53,84.84,0.44,1
232.76,10.23,96.86,5.4,1
216.5,3.29,35.99,6.38,0
219.54,9.6,60.31,5.64,0
236.29,6.55,25.96,5.13,0
242.75,14.44,40.83,9.2,1
224.92,0.93,86.0,3.42,1
215.53,0.45,87.23,7.57,1
211.31,9.97,40.49,1.46,0
216.03,12.09,65.02,5.91,0
245.49,5.99,21.08,3.85,0
212.49,4.88,86.2,0.82,1
215.46,12.38,75.17,1.72,0
217.73,12.26,46.55,6.89,0
245.11,10.54,30.31,4.52,0
234.11,14.94,92.82,6.97,1
247.16,9.26,32.66,8.02,1
218.35,7.53,79.28,1.14,0
229.89,14.27,87.33,4.03,1
220.18,0.44,62.37,6.6,0
249.68,9.92,57.72,6.89,0
235.48,10.75,43.26,0.46,0
227.04,11.37,95.72,3.31,1
232.26,2.54,76.89,4.69,0
227.8,9.76,58.33,3.2,0
244.65,12.51,44.33,0.15,0
225.75,0.56,79.61,3.1,0
224.73,0.03,61.13,9.91,1
225.67,10.48,86.97,6.61,1
213.11,7.89,28.93,2.57,0
229.91,11.21,73.38,5.26,0
224.78,2.37,57.44,9.25,1
226.63,1.13,79.3,6.64,0
247.9,5.83,83.49,9.29,1
220.25,14.96,51.08,0.97,0
247.33,7.01,48.72,5.81,0
241.72,4.09,24.02,6.08,0
240.48,7.27,82.13,0.14,1
213.57,4.87,20.32,8.98,1
249.82,4.3,78.06,6.93,0
225.19,3.43,96.65,5.61,1
244.93,7.98,47.72,1.79,0
228.56,3.73,42.46,7.21,1
243.76,6.47,40.58,0.18,0
248.09,13.7,49.44,6.1,0
224.65,0.11,22.84,7.12,1
249.89,2.41,54.16,2.72,0
242.67,0.75,27.6,8.28,1
236.65,5.71,95.33,8.3,1
218.63,2.11,52.73,0.0,0
227.6,8.06,73.65,7.46,1
224.99,0.25,77.0,7.56,1
227.81,14.65,42.52,2.29,0
213.27,12.7,64.15,2.72,0
217.23,13.85,22.42,3.37,0
238.75,12.36,32.92,8.72,1
229.01,1.59,49.33,0.87,0
227.19,1.89,43.87,4.64,0
213.98,3.17,38.94,0.74,0
229.53,8.91,42.93,6.65,0
245.63,9.71,36.49,4.39,0
219.37,10.93,52.34,2.27,0
237.37,13.26,76.96,4.77,0
217.51,0.44,34.61,8.51,1
243.24,3.58,52.48,0.4,0
231.43,13.21,72.39,6.84,0
241.92,0.99,21.11,5.59,0
212.85,14.67,70.32,1.28,0
244.92,13.63,45.25,7.94,1
219.83,4.01,69.63,7.82,1
243.89,7.07,71.82,4.83,0
214.99,12.19,24.55,5.93,0
246.78,9.68,50.48,6.45,0
239.49,7.38,75.33,0.88,0
219.42,10.99,77.3,0.18,0
239.19,13.92,84.87,1.82,1
229.82,7.8,89.28,7.14,1
240.64,13.17,41.65,2.45,0
226.26,2.79,34.9,8.48,1
238.81,1.1,62.02,3.82,0
222.95,10.69,26.87,3.13,0
212.5,1.33,99.52,3.61,1
230.09,3.88,61.19,7.74,1
212.57,13.85,60.06,6.54,0
243.31,5.18,54.81,0.25,0
219.91,7.12,62.79,1.7,0
246.53,2.29,29.2,1.23,0
230.84,1.37,72.57,9.38,1
244.4,14.5,25.92,1.97,0
218.19,14.61,45.02,3.63,0
232.48,2.01,93.29,4.81,1
247.47,8.86,90.74,3.21,1
219.43,5.11,22.89,2.87,0
237.73,13.58,50.96,8.86,1
247.14,4.65,65.1,1.67,0
235.25,12.76,54.96,4.48,0
227.14,6.67,95.68,6.48,1
224.92,4.34,26.85,7.07,1
220.17,14.87,68.83,2.45,0
241.71,7.46,95.43,6.31,1
239.94,9.58,70.96,5.72,0
232.01,7.0,24.82,3.13,0
233.07,0.32,20.1,7.95,1
239.88,1.72,54.57,6.62,0
244.83,10.48,26.74,2.7,0
218.88,7.16,82.58,1.77,1
229.57,8.17,68.64,8.12,1
241.51,13.09,62.22,4.69,0
247.36,11.11,40.21,6.38,0
249.3,4.63,52.78,5.51,0
228.38,2.85,79.2,0.71,0
216.76,14.75,67.11,6.31,0
248.41,2.26,53.11,8.99,1
229.79,13.11,96.71,9.48,1
213.47,12.98,76.77,7.34,1
243.68,7.01,73.61,9.96,1
210.28,5.53,69.68,6.62,0
222.86,12.85,58.74,8.05,1
249.82,13.65,28.37,1.05,0
224.18,9.72,96.67,3.63,1
247.06,2.57,71.98,4.34,0
215.23,14.0,69.38,6.42,0
240.18,3.59,55.36,0.08,0
215.11,12.76,51.19,6.88,0
239.24,7.38,43.52,3.91,0
237.05,5.45,91.66,8.66,1
238.56,4.21,86.06,1.6,1
222.4,10.44,38.39,1.72,0
225.91,2.47,31.99,7.54,1
232.58,1.28,72.29,9.81,1
229.61,5.62,44.11,7.14,1
244.76,7.72,20.94,5.84,0
214.03,0.99,35.91,2.04,0
213.8,2.56,57.35,0.41,0
214.75,11.16,66.68,6.92,0
231.58,5.37,91.49,8.82,1
234.2,12.44,81.03,5.25,1
219.26,8.44,45.97,1.88,0
235.28,9.84,69.14,9.59,1
235.88,13.82,35.82,5.8,0
230.95,13.13,42.47,3.11,0
227.47,13.31,27.44,7.73,1
249.95,12.19,56.78,7.93,1
223.28,9.93,26.21,2.96,0
230.18,6.29,45.13,6.46,0
223.23,2.54,75.93,3.76,0
225.92,4.56,74.24,5.08,0
210.95,12.4,29.19,8.59,1
240.6,5.58,22.24,4.1,0
238.42,9.46,98.62,3.63,1
220.06,1.63,37.47,3.05,0
230.52,7.5,24.49,8.01,1
242.08,0.93,71.72,9.7,1
222.5,6.68,58.93,8.19,1
237.2,3.8,97.09,2.14,1
220.48,5.86,38.38,4.54,0
222.05,5.45,22.63,9.55,1
232.25,12.29,41.93,4.52,0
220.5,2.92,79.05,5.74,0
229.36,7.67,36.37,7.12,1
237.39,0.65,77.65,2.9,0
222.59,2.9,26.42,4.78,0
231.07,2.19,63.58,2.18,0
231.12,8.07,49.35,7.06,1
216.26,1.33,59.3,0.39,0
243.39,7.84,91.2,7.34,1
244.02,0.65,26.83,5.08,0
226.19,1.04,34.71,8.71,1
235.38,10.44,34.33,4.99,0
215.3,3.1,34.26,8.18,1
224.65,0.4,34.4,1.63,0
233.46,5.72,64.66,8.86,1
211.7,13.37,99.94,1.6,1
223.42,9.15,64.9,9.72,1
213.89,8.76,22.69,0.56,0
245.07,8.81,57.7,6.39,0
234.23,13.88,61.34,6.23,0
234.7,13.71,24.9,2.17,0
239.66,4.96,85.18,2.86,1
239.41,6.95,58.73,5.99,0
231.03,14.93,88.57,1.24,1
227.9,7.99,64.94,5.49,0
235.85,4.68,68.55,2.98,0
247.4,2.15,64.38,2.14,0
233.23,14.75,93.99,8.8,1
236.1,6.47,30.61,5.75,0
229.56,11.55,73.83,0.99,0
231.68,1.67,89.77,0.68,1
218.98,6.35,59.02,1.95,0
243.15,5.48,36.62,4.59,0
242.03,6.33,25.95,8.85,1
235.63,0.17,60.65,6.15,0
235.33,12.55,45.07,3.56,0
235.05,4.93,73.3,1.68,0
223.48,1.79,25.07,9.32,1
249.24,9.5,43.34,9.42,1
247.01,5.6,68.63,6.28,0
217.47,5.03,89.88,4.74,1
215.26,5.81,57.7,3.22,0
247.05,14.55,90.71,9.96,1
243.59,14.29,90.71,3.36,1
235.45,1.89,74.77,8.66,1
216.97,5.01,29.8,6.43,0
240.32,7.73,38.89,8.6,1
224.79,1.71,69.54,9.16,1
248.32,13.01,96.79,6.3,1
210.98,13.76,40.84,5.7,0
219.84,12.18,42.66,5.21,0
235.65,12.96,35.06,7.91,1
245.65,0.14,53.91,4.89,0
242.4,10.89,24.32,4.97,0
243.44,7.57,37.63,2.76,0
218.45,0.72,65.99,6.84,0
239.82,5.96,40.49,8.48,1
217.15,11.06,60.35,4.23,0
231.38,0.72,51.69,8.38,1
224.31,11.37,84.27,6.99,1
220.79,10.63,76.46,9.93,1
247.58,7.84,80.68,5.2,1
229.77,6.79,86.56,3.43,1
245.49,14.34,40.18,5.92,0
220.36,9.02,50.01,9.25,1
233.22,2.79,71.53,7.74,1
211.56,0.12,75.92,6.82,0
236.8,10.68,63.14,2.82,0
239.62,8.42,82.86,9.52,1
228.82,14.28,88.8,4.99,1
239.72,4.95,37.29,6.64,0
244.88,8.85,45.01,2.45,0
234.61,6.36,21.04,8.79,1
211.62,5.16,38.1,3.38,0
233.81,4.77,65.49,4.44,0
248.42,11.22,83.92,7.69,1
217.38,4.86,23.22,8.72,1
235.44,0.93,35.08,9.32,1
243.73,7.35,24.46,2.46,0
238.42,14.17,27.86,2.49,0
241.72,4.18,40.75,0.93,0
220.65,10.56,32.31,0.08,0
231.13,0.27,31.95,2.71,0
210.77,13.64,34.82,0.45,0
221.09,4.85,43.62,4.12,0
221.28,3.27,66.64,8.01,1
227.75,7.71,63.77,3.62,0
210.41,13.01,37.8,4.93,0
245.63,1.79,86.26,3.15,1
214.91,1.37,31.88,9.7,1
212.94,14.51,61.3,3.24,0
249.49,1.85,50.05,3.08,0
238.53,0.42,25.49,7.0,0
243.92,10.37,90.6,6.09,1
228.34,7.86,78.9,0.0,0
224.35,9.46,63.04,8.27,1
232.86,11.79,25.57,2.24,0
239.75,2.38,85.03,6.23,1
210.06,14.17,87.17,9.48,1
228.54,9.4,99.32,4.24,1
247.24,13.16,65.02,8.35,1
232.86,5.24,56.82,0.19,0
220.69,10.59,21.71,0.39,0
234.63,3.01,44.38,5.54,0
218.12,8.37,93.72,9.25,1
235.93,1.5,29.27,9.64,1
241.35,4.36,52.15,3.71,0
225.84,2.09,52.26,5.64,0
226.46,13.25,42.67,9.06,1
229.24,13.81,67.33,0.07,0
232.83,3.08,36.17,9.0,1
225.95,4.74,77.93,6.48,0
236.37,7.61,52.32,1.3,0
239.59,3.44,37.83,5.29,0
221.69,9.15,43.46,4.9,0
217.46,13.17,34.94,6.78,0
235.32,6.83,41.64,4.39,0
216.6,6.2,38.46,8.8,1
244.19,5.44,51.96,9.39,1
230.2,6.35,62.14,6.11,0
224.52,4.18,37.19,9.49,1
245.73,4.27,82.21,2.81,1
239.14,0.88,94.89,9.02,1
236.47,4.17,75.87,8.67,1
244.76,4.73,34.33,7.52,1
240.38,12.97,22.17,7.19,1
219.65,6.24,34.51,3.02,0
224.38,1.59,84.52,1.05,1
236.95,12.47,22.66,1.32,0
246.37,9.02,46.97,6.26,0
222.88,10.99,58.08,2.38,0
242.66,8.43,84.51,7.71,1
214.76,12.1,93.82,8.65,1
247.85,12.83,42.27,0.09,0
235.22,12.21,29.64,9.91,1
247.52,13.42,25.71,7.42,1
247.17,0.93,20.63,0.38,0
245.83,14.16,98.83,7.71,1
249.31,12.01,22.85,7.33,1
248.12,2.27,47.17,9.78,1
222.42,1.72,99.98,5.64,1
246.31,9.63,94.63,0.07,1
249.98,12.91,45.64,2.58,0
226.95,1.31,79.44,2.04,0
236.89,6.79,54.6,5.31,0
242.1,8.78,74.67,0.47,0
212.85,14.24,23.02,1.88,0
249.2,14.9,27.72,6.32,0
225.22,10.06,86.25,2.69,1
231.77,4.6,95.15,8.31,1
227.87,6.51,98.96,5.64,1
241.14,9.7,94.11,9.98,1
222.43,12.13,78.94,3.47,0
220.1,8.72,92.09,6.08,1
220.58,13.3,91.16,0.79,1
249.29,7.43,34.31,7.4,1
239.4,3.32,55.8,9.56,1
234.75,8.74,20.23,2.06,0
225.21,8.0,99.76,4.33,1
213.45,3.41,62.0,6.47,0
215.19,1.8,72.75,1.62,0
238.11,5.58,23.23,3.57,0
244.09,0.17,38.53,7.99,1
210.08,12.46,80.54,5.5,1
232.45,9.08,65.05,1.57,0
216.94,11.95,45.66,4.24,0
214.56,14.26,41.51,9.21,1
241.54,5.82,56.41,1.04,0
216.7,5.15,40.12,1.26,0
214.41,5.72,71.74,0.41,0
237.98,11.0,54.64,3.66,0
234.42,14.61,64.7,5.52,0
217.66,6.21,55.72,6.22,0
241.42,8.03,21.98,7.97,1
235.14,4.55,37.34,1.51,0
226.82,12.93,82.53,2.55,1
227.38,5.92,47.73,5.37,0
210.8,1.73,93.42,5.34,1
222.7,9.47,71.51,4.85,0
220.37,3.23,67.49,1.35,0
237.81,14.97,35.63,4.46,0
218.82,12.03,99.28,3.38,1
237.61,9.18,23.01,8.85,1
222.96,8.9,70.1,4.15,0
238.81,3.9,71.15,0.26,0
216.19,5.96,65.16,5.03,0
232.15,8.96,54.72,1.63,0
227.22,11.33,94.01,7.44,1
229.68,9.54,74.73,5.73,0
242.21,10.64,48.87,6.46,0
241.01,2.93,73.85,1.06,0
249.79,1.87,66.33,8.47,1
213.42,6.65,68.61,5.05,0
236.07,13.07,53.89,3.25,0
221.33,12.33,48.92,8.31,1
221.37,10.93,80.87,7.11,1
243.02,12.15,99.72,4.04,1
231.29,12.7,66.3,0.73,0
217.6,8.57,91.24,1.76,1
243.65,7.98,90.12,1.51,1
220.96,4.49,89.46,2.16,1
236.51,1.67,83.73,3.22,1
243.26,13.81,22.38,6.1,0
244.41,4.26,23.66,9.67,1
233.65,9.88,36.78,4.59,0
217.47,13.59,65.97,9.78,1
226.62,6.01,83.62,1.25,1
249.68,0.05,48.85,0.67,0
239.09,8.39,74.27,9.45,1
227.76,0.55,51.2,5.43,0
245.16,0.51,65.65,6.93,0
247.91,14.09,45.26,1.3,0
240.16,12.75,70.21,8.34,1
218.12,14.98,65.41,3.07,0
223.2,5.15,55.49,1.01,0
211.76,13.25,62.93,2.17,0
229.27,13.4,89.06,5.69,1
211.15,5.68,98.21,2.58,1
228.68,7.16,27.33,0.19,0
228.63,13.16,48.15,9.02,1
226.49,14.22,81.75,4.63,1
245.85,3.4,69.88,4.53,0
243.79,1.47,40.56,4.4,0
240.27,11.26,40.3,7.39,1
234.65,11.51,39.58,9.24,1
213.6,2.56,94.07,7.07,1
210.72,1.36,92.39,4.62,1
229.59,13.85,69.24,0.55,0
236.14,3.01,25.33,0.37,0
241.87,3.76,74.89,9.79,1
244.6,0.25,79.59,4.42,0
217.87,10.91,66.14,8.9,1
218.58,3.24,68.2,7.91,1
229.2,9.37,92.3,6.16,1
231.69,6.78,21.76,7.11,1
213.79,3.09,81.78,8.68,1
212.44,10.23,38.78,6.65,0
223.69,12.17,60.11,3.88,0
216.54,11.19,72.55,3.67,0
233.79,12.19,26.78,1.85,0
232.29,4.87,93.75,6.34,1
214.28,0.56,64.66,5.36,0
242.82,0.69,91.33,9.06,1
221.33,5.99,53.45,9.34,1
240.28,11.91,80.06,6.39,1
229.39,5.22,91.48,0.95,1
235.29,13.89,68.63,7.31,1
221.84,4.36,49.98,7.69,1
223.71,3.05,25.89,1.42,0
210.76,11.09,57.02,4.95,0
218.09,12.59,79.2,7.04,1
241.09,11.35,31.06,2.25,0
242.78,8.46,86.59,4.87,1
228.42,3.85,22.39,2.48,0
225.49,10.65,88.06,5.92,1
244.77,7.48,56.32,3.57,0
240.3,7.4,45.6,6.49,0
227.11,14.25,31.63,0.55,0
233.57,8.12,79.52,5.72,0
221.22,0.68,46.29,7.32,1
227.61,0.73,35.57,6.24,0
228.95,0.82,23.17,2.63,0
225.37,2.17,28.96,3.24,0
245.09,14.58,37.03,5.6,0
224.77,0.76,79.18,3.85,0
210.38,0.19,33.73,2.9,0
247.23,0.23,50.4,9.49,1
228.0,2.69,87.94,4.12,1
222.13,13.1,99.87,3.69,1
236.48,5.49,91.22,8.93,1
218.57,1.21,36.84,5.66,0
210.84,10.09,41.58,3.84,0
213.18,3.85,52.53,1.02,0
222.01,14.99,21.51,8.49,1
244.36,10.94,27.23,7.38,1
237.01,5.04,80.83,4.92,1
245.95,6.19,21.77,8.18,1
