Area_sqft,Bedrooms,Bathrooms,City_Tier,Furnishing,Price
3955,4,1,2,Furnished,14428507.06
1439,1,4,3,Semi-Furnished,11737146.91
4409,2,4,1,Unfurnished,12415209.92
3184,3,2,2,Unfurnished,11830295.65
3314,1,1,1,Furnished,10498186.61
2284,5,4,2,Furnished,17197667.39
2013,1,3,1,Unfurnished,4812447.24
1509,4,2,2,Furnished,9887775.37
965,3,1,2,Furnished,3040728.01
4028,2,3,1,Furnished,23887283.68
3061,2,2,3,Furnished,18409012.98
1524,4,2,1,Semi-Furnished,13137068.14
1960,2,4,1,Unfurnished,7443769.27
2820,5,2,1,Furnished,15895022.54
4146,5,1,1,Semi-Furnished,10831404.51
4943,4,2,1,Semi-Furnished,45439753.61
4390,4,1,1,Semi-Furnished,34696488.15
1547,3,4,3,Furnished,13534804.0
2779,1,4,1,Furnished,15160289.73
2932,1,3,1,Unfurnished,15602100.16
1361,3,2,3,Semi-Furnished,5310558.0
4077,2,3,3,Unfurnished,14872669.19
772,3,3,2,Unfurnished,6066990.17
2265,1,4,3,Furnished,9331145.07
4695,2,4,1,Furnished,40016392.62
4220,5,4,1,Semi-Furnished,9188878.18
787,5,3,3,Unfurnished,5438660.63
1902,3,3,3,Unfurnished,6989888.77
761,5,1,1,Unfurnished,2299597.41
1843,2,4,2,Furnished,15953946.67
4095,4,1,2,Furnished,10650179.53
3792,1,1,1,Unfurnished,8378319.86
4993,5,1,2,Semi-Furnished,12895012.78
1920,2,4,2,Semi-Furnished,16398423.28
4332,3,1,3,Furnished,17376648.6
3811,3,4,1,Unfurnished,16409773.87
4308,5,2,3,Semi-Furnished,33063210.83
4636,5,3,2,Furnished,26402874.29
3016,5,3,2,Unfurnished,7839833.11
2607,5,2,1,Furnished,23613869.6
3207,5,2,3,Semi-Furnished,28011036.87
4092,4,1,2,Furnished,29689530.27
4000,4,3,3,Unfurnished,9865129.47
1967,2,1,3,Furnished,16570810.08
4278,1,2,1,Unfurnished,35362731.23
4068,5,2,1,Semi-Furnished,32661112.45
4981,3,3,3,Unfurnished,34830764.68
4671,3,3,3,Semi-Furnished,13517651.33
1647,5,4,2,Unfurnished,8430420.78
690,2,4,3,Semi-Furnished,6681313.56
4635,4,4,3,Unfurnished,35723900.74
4136,5,3,2,Semi-Furnished,9934427.2
3554,4,2,1,Furnished,32303513.42
4995,4,3,2,Unfurnished,43969380.75
948,5,3,1,Semi-Furnished,4651754.34
2606,3,1,2,Semi-Furnished,8908453.47
4677,3,1,1,Unfurnished,17706261.26
3527,3,4,2,Semi-Furnished,32268337.04
3694,3,3,3,Unfurnished,27448633.28
740,5,4,3,Semi-Furnished,6208343.45
4709,5,2,2,Semi-Furnished,18914525.4
1652,1,4,2,Semi-Furnished,6960630.14
3880,2,2,2,Unfurnished,31504742.16
3372,4,1,3,Semi-Furnished,15639844.59
4504,2,2,2,Unfurnished,44413503.3
2703,2,2,2,Unfurnished,9779348.45
2919,2,2,2,Furnished,19087576.05
4813,1,4,3,Furnished,34133074.11
3287,4,1,3,Furnished,12038269.17
1684,2,1,1,Unfurnished,8997973.76
1646,5,4,2,Semi-Furnished,13478198.93
4357,2,3,1,Furnished,19664879.3
4462,5,2,1,Unfurnished,21923886.49
4629,3,3,2,Furnished,12847003.44
2162,1,1,1,Semi-Furnished,12347474.1
2337,1,2,3,Furnished,5065476.59
3980,2,3,2,Furnished,37864956.87
4297,3,2,3,Unfurnished,36225997.78
1014,1,3,3,Unfurnished,7357380.3
2475,5,1,1,Unfurnished,12281301.13
4540,5,4,3,Unfurnished,14556980.68
4557,3,1,1,Semi-Furnished,13508206.27
855,2,1,2,Furnished,6581249.83
1334,1,3,1,Furnished,8240909.27
898,5,4,3,Furnished,8153042.7
3120,2,1,3,Semi-Furnished,13790216.16
4514,2,4,2,Furnished,17099592.54
4843,2,1,2,Unfurnished,46610354.09
4216,5,2,3,Furnished,26339601.52
3664,2,2,3,Semi-Furnished,27878273.02
3688,5,1,2,Unfurnished,30194157.69
4991,2,3,3,Semi-Furnished,19753511.52
1630,5,3,2,Semi-Furnished,11409965.61
2436,2,3,3,Furnished,22915087.11
2396,2,2,2,Unfurnished,12970606.84
3386,3,2,3,Furnished,18257185.48
2919,1,4,3,Unfurnished,20895501.5
2861,5,2,2,Semi-Furnished,17319375.27
1417,3,4,3,Unfurnished,5361849.32
1961,1,3,3,Furnished,5624040.22
4172,1,2,2,Unfurnished,24928289.98
3214,1,3,2,Semi-Furnished,28508308.4
1802,3,4,2,Furnished,9372495.79
3309,1,3,3,Semi-Furnished,31333100.71
3683,4,4,1,Furnished,9336170.54
2346,5,3,2,Furnished,8563443.91
3680,3,2,1,Unfurnished,20616166.04
4170,5,3,1,Furnished,16197525.05
996,3,2,1,Unfurnished,4739195.74
3055,4,1,3,Semi-Furnished,15100167.35
1238,2,2,1,Semi-Furnished,2961859.93
524,2,1,2,Unfurnished,2363200.79
4077,2,2,1,Furnished,22517629.4
3778,3,2,3,Semi-Furnished,31404138.62
4052,4,2,2,Furnished,10586166.63
1053,1,3,1,Unfurnished,8554435.31
1793,2,4,1,Furnished,17142596.6
1350,1,3,1,Unfurnished,6028377.32
4686,5,4,1,Unfurnished,37768872.16
2827,2,2,3,Unfurnished,6888795.47
709,5,3,2,Semi-Furnished,1628377.61
3168,5,1,2,Furnished,26308229.66
4168,2,2,2,Semi-Furnished,19784977.14
4117,5,4,2,Unfurnished,11553928.22
1945,2,2,3,Semi-Furnished,15887751.91
2647,4,3,1,Unfurnished,9810906.72
1915,2,2,2,Furnished,4488681.6
3282,3,2,1,Semi-Furnished,30968679.72
1639,2,3,3,Semi-Furnished,3953071.3
2669,5,3,1,Unfurnished,21808169.9
4206,4,3,1,Furnished,11149690.83
4612,2,1,1,Semi-Furnished,41204882.09
4641,4,1,1,Semi-Furnished,15114169.98
2760,5,2,2,Furnished,12500973.02
3518,4,4,2,Furnished,31822098.16
4436,2,1,1,Semi-Furnished,16776687.04
2828,4,4,3,Furnished,16208929.2
4878,1,4,1,Furnished,37969899.06
3705,5,3,2,Unfurnished,21380223.68
4430,2,3,2,Semi-Furnished,35206632.69
3322,1,3,1,Unfurnished,19412836.52
921,4,1,2,Furnished,3333159.95
4049,2,2,1,Furnished,10146526.65
1797,2,1,1,Semi-Furnished,8376296.39
4406,4,4,3,Semi-Furnished,35892797.07
2722,2,1,3,Unfurnished,26632424.82
992,3,4,1,Furnished,4095066.46
1747,5,3,3,Semi-Furnished,16339815.01
884,5,3,3,Semi-Furnished,3427659.12
3857,2,4,1,Unfurnished,35441119.89
3548,4,1,3,Furnished,30622596.94
902,5,4,3,Furnished,2201031.2
755,5,4,3,Semi-Furnished,6174336.04
4744,3,3,1,Unfurnished,43576922.43
2013,5,1,2,Furnished,16184573.48
872,3,4,1,Furnished,3886642.24
4845,3,4,2,Unfurnished,22690582.77
4279,5,2,3,Unfurnished,34788455.47
1812,2,3,3,Furnished,15646275.33
4521,1,1,2,Unfurnished,12509997.55
1717,1,1,2,Unfurnished,11473767.97
833,5,3,2,Furnished,7052553.56
4768,3,2,3,Semi-Furnished,13292124.95
2428,2,3,3,Furnished,21705632.67
1003,2,2,3,Unfurnished,4479541.39
1648,1,3,3,Unfurnished,5216539.26
2370,5,4,2,Furnished,6704229.27
625,5,2,3,Semi-Furnished,1255399.28
3979,3,1,1,Unfurnished,37378373.18
923,4,3,1,Furnished,5502562.0
4146,4,1,3,Semi-Furnished,10408873.74
2851,5,4,3,Furnished,14991127.47
746,5,4,2,Furnished,5804585.37
2121,5,3,3,Semi-Furnished,16309995.48
1487,5,4,1,Semi-Furnished,3376138.53
2878,5,4,3,Semi-Furnished,19944324.75
2119,5,4,3,Semi-Furnished,10929588.11
4590,5,1,3,Furnished,26670632.8
1504,3,4,1,Unfurnished,6067932.81
1944,5,2,3,Semi-Furnished,4666951.68
1883,5,1,3,Semi-Furnished,5301058.43
3939,2,3,1,Semi-Furnished,37548299.43
2397,1,4,1,Semi-Furnished,7436245.94
2854,3,4,2,Unfurnished,24149843.77
931,2,2,3,Furnished,7901039.84
872,2,3,1,Unfurnished,6080238.78
1293,5,1,2,Unfurnished,5108242.19
1559,1,3,2,Furnished,7547677.0
3812,5,3,1,Semi-Furnished,19202114.71
2276,2,1,1,Unfurnished,6755676.58
4504,4,2,3,Furnished,32342337.58
1708,1,1,3,Furnished,9830718.17
2948,5,2,2,Furnished,17624945.19
3371,4,1,2,Unfurnished,21936168.36
3073,4,2,2,Semi-Furnished,10772184.38
2848,1,1,2,Furnished,20748055.37
609,2,1,1,Semi-Furnished,5357897.2
1013,5,1,1,Unfurnished,6733139.8
2303,3,1,3,Furnished,7698035.4
3586,4,3,1,Furnished,22129084.88
765,1,4,1,Furnished,3674824.72
984,1,3,1,Unfurnished,2428677.37
1991,5,1,2,Furnished,7807702.07
1576,2,3,3,Unfurnished,6135058.45
743,2,4,3,Unfurnished,3538677.11
4903,1,3,3,Furnished,19486206.55
1436,1,2,1,Semi-Furnished,14263656.06
3111,2,4,1,Unfurnished,19986457.05
2736,4,3,3,Unfurnished,23353392.5
1828,3,3,3,Unfurnished,9511902.88
2370,3,3,1,Semi-Furnished,10523651.39
4192,3,1,3,Furnished,8449297.82
1414,2,1,3,Furnished,8876022.6
2209,3,3,1,Furnished,9617010.01
4359,5,2,2,Unfurnished,13692099.31
1917,2,2,3,Semi-Furnished,7298076.55
967,4,2,2,Unfurnished,8222099.63
4282,5,1,3,Semi-Furnished,22652152.78
4241,2,4,3,Semi-Furnished,11210915.22
1557,2,3,2,Semi-Furnished,4904217.13
2958,4,2,2,Furnished,24998216.13
1290,5,2,1,Furnished,7938265.9
3841,1,4,3,Furnished,18449254.63
4432,4,4,2,Semi-Furnished,38864921.42
1096,3,1,2,Furnished,6376907.89
3794,4,2,3,Unfurnished,37115714.02
4865,5,4,1,Furnished,35362690.78
1652,2,1,2,Semi-Furnished,6384071.24
3294,4,1,3,Furnished,31075865.08
503,5,3,2,Semi-Furnished,3194057.45
2758,2,3,1,Semi-Furnished,11995107.09
3043,4,3,1,Furnished,21332351.59
1873,4,1,2,Semi-Furnished,5024021.81
3195,3,1,1,Furnished,21736907.7
1620,2,2,3,Semi-Furnished,12123749.24
1966,4,4,1,Semi-Furnished,7017055.97
1531,3,4,2,Unfurnished,3938459.82
3898,1,4,2,Furnished,38934385.09
780,3,4,2,Furnished,7471698.99
4624,5,4,3,Unfurnished,34282369.85
2878,2,4,1,Semi-Furnished,9018019.06
3045,5,1,1,Furnished,22100706.18
4370,4,3,2,Semi-Furnished,24387657.98
2709,1,3,3,Unfurnished,25039959.99
4384,5,3,1,Furnished,29147386.95
3418,1,1,1,Unfurnished,9658969.54
2200,4,1,2,Furnished,21037859.97
4293,4,3,1,Unfurnished,17865051.79
2687,5,1,3,Unfurnished,10997513.18
4478,2,2,3,Unfurnished,34065760.06
3286,4,2,1,Furnished,23291042.7
2722,3,3,1,Unfurnished,23366485.05
3574,3,4,1,Semi-Furnished,12215506.61
1527,1,4,3,Unfurnished,15031437.26
3991,1,4,3,Furnished,20507154.25
3942,4,4,2,Unfurnished,33422789.85
1790,5,4,3,Furnished,6199250.66
3030,3,4,3,Semi-Furnished,25311938.81
1546,2,4,1,Semi-Furnished,5212950.07
4977,5,4,3,Semi-Furnished,30536078.01
4771,5,4,1,Unfurnished,9959167.69
2958,3,2,2,Unfurnished,12286529.38
4044,5,2,3,Semi-Furnished,10620072.85
4938,1,4,2,Semi-Furnished,20659381.01
3785,4,2,2,Semi-Furnished,18231842.32
907,1,4,1,Furnished,7148199.05
4369,5,4,2,Unfurnished,12072841.74
3739,2,2,2,Furnished,23337286.32
2885,1,3,2,Furnished,25678922.44
1365,1,4,1,Unfurnished,9687840.36
1408,2,3,2,Unfurnished,13654985.66
4173,2,2,1,Unfurnished,39975741.19
4429,5,2,1,Furnished,33260078.1
3156,2,3,3,Furnished,21896059.29
3728,1,4,2,Unfurnished,21380877.67
2953,2,1,1,Furnished,26784739.08
2003,5,4,1,Unfurnished,15322319.37
3136,1,4,3,Furnished,16833283.07
4045,4,1,2,Furnished,29920789.86
1167,4,1,1,Semi-Furnished,3873347.91
2710,4,1,3,Unfurnished,22842166.18
3016,3,2,3,Furnished,19692302.31
2072,4,3,3,Semi-Furnished,15398148.59
504,3,2,1,Semi-Furnished,2303778.11
2960,2,2,3,Semi-Furnished,10065187.27
529,4,2,2,Unfurnished,4331858.27
4832,4,3,3,Furnished,37626758.95
2317,4,4,1,Unfurnished,15853329.89
1343,2,3,2,Semi-Furnished,13250304.33
742,3,4,2,Semi-Furnished,2744573.47
3189,1,2,1,Unfurnished,7029910.86
3510,2,1,1,Furnished,10884114.58
1710,5,4,2,Unfurnished,4784500.2
1418,4,3,1,Unfurnished,3268098.62
571,1,2,3,Unfurnished,1877654.87
760,2,2,1,Furnished,5869989.99
1558,3,4,1,Furnished,6991882.89
1552,5,1,3,Semi-Furnished,6453848.86
2651,2,2,1,Unfurnished,19611781.49
1002,4,1,3,Semi-Furnished,6990368.18
1814,3,1,3,Furnished,8995860.87
1007,3,1,1,Semi-Furnished,3891919.14
3678,1,2,2,Semi-Furnished,20872623.09
4547,1,3,1,Semi-Furnished,23483649.95
4722,3,3,2,Unfurnished,12769471.82
880,1,2,2,Furnished,4038352.51
4111,1,2,3,Semi-Furnished,37981890.96
2496,1,1,3,Furnished,19981474.49
3651,5,2,2,Unfurnished,33042347.84
4958,1,1,2,Semi-Furnished,27657235.77
3490,2,4,3,Unfurnished,17789941.08
2915,2,1,1,Semi-Furnished,22480350.42
648,3,2,2,Furnished,1409725.13
2994,2,1,2,Semi-Furnished,15823842.98
3113,5,3,2,Semi-Furnished,23426283.9
1549,1,4,1,Semi-Furnished,9684727.94
1140,5,1,3,Semi-Furnished,4309922.53
2672,1,2,3,Furnished,13054546.84
2994,4,2,3,Furnished,18902619.65
536,1,3,3,Semi-Furnished,1630352.06
1200,4,4,2,Semi-Furnished,10717713.06
4500,5,1,1,Semi-Furnished,26663378.12
2177,1,4,3,Semi-Furnished,16276822.09
3583,4,4,3,Unfurnished,13539504.15
4899,1,4,1,Furnished,10654158.08
2662,4,4,1,Furnished,20329191.94
614,3,2,1,Semi-Furnished,3784411.74
1334,3,1,1,Semi-Furnished,7980106.77
646,3,1,2,Furnished,4569054.95
1190,2,2,3,Semi-Furnished,5187754.52
2822,5,1,1,Furnished,8530003.22
3239,3,2,1,Unfurnished,10084952.52
2080,3,1,1,Semi-Furnished,8497443.46
3023,2,1,1,Furnished,26203728.59
2913,5,1,3,Furnished,21178368.5
1929,3,1,3,Unfurnished,11717933.14
4081,2,3,2,Furnished,29555635.13
869,5,2,1,Furnished,8149474.69
3704,2,3,1,Furnished,34418466.52
3065,4,2,2,Unfurnished,28234410.98
1314,5,2,3,Unfurnished,2734973.31
3527,5,1,1,Furnished,10578514.65
4905,4,3,2,Furnished,45906351.67
4948,1,3,3,Furnished,19071006.6
1679,5,1,2,Semi-Furnished,14271217.86
881,1,4,1,Unfurnished,5329840.07
1421,3,1,1,Unfurnished,13961600.2
4870,1,2,3,Semi-Furnished,21668815.16
2093,1,4,1,Furnished,5814723.98
1743,2,2,2,Unfurnished,11744085.1
2857,4,3,2,Furnished,25741501.94
4334,2,1,3,Semi-Furnished,18483978.11
2948,2,4,1,Furnished,5908992.57
3323,3,2,1,Semi-Furnished,17341754.04
4488,1,4,1,Furnished,39526776.64
2975,3,1,3,Furnished,16450218.23
1958,4,3,1,Semi-Furnished,5425396.39
3707,5,4,3,Unfurnished,36690850.68
2795,4,1,3,Unfurnished,17143198.97
4259,5,4,3,Unfurnished,20803224.68
3486,3,4,1,Furnished,30127847.69
2502,2,3,3,Unfurnished,24058773.71
3445,2,1,3,Semi-Furnished,32792873.67
3482,4,2,3,Unfurnished,10783988.83
2678,2,3,2,Semi-Furnished,6735168.16
2573,2,3,1,Furnished,16938577.12
2750,5,3,3,Semi-Furnished,13398379.04
1844,5,1,3,Furnished,10605147.78
3897,3,4,3,Unfurnished,19827519.16
4582,1,2,3,Semi-Furnished,14519564.15
643,1,4,3,Furnished,2400068.21
2243,4,3,3,Unfurnished,15562109.31
547,3,3,3,Unfurnished,3766228.82
3079,2,4,3,Furnished,17797108.35
4180,1,3,3,Semi-Furnished,30132743.41
1968,4,2,1,Unfurnished,18618269.15
1032,2,1,2,Semi-Furnished,5733735.61
1532,3,1,1,Unfurnished,13341844.32
1997,3,1,1,Semi-Furnished,5349093.26
2039,4,4,1,Unfurnished,8160189.16
2054,2,2,3,Unfurnished,20291464.93
3802,4,2,2,Furnished,22112378.83
3065,4,4,2,Unfurnished,6495043.79
1729,4,1,1,Unfurnished,11935484.62
4553,4,2,3,Unfurnished,9566611.8
4479,1,1,2,Unfurnished,36027709.35
969,5,1,1,Furnished,5836139.63
661,3,2,2,Unfurnished,4135224.64
1982,5,4,3,Furnished,19116504.34
997,4,1,2,Semi-Furnished,5756829.57
4675,4,4,2,Unfurnished,24910621.18
1053,1,1,2,Unfurnished,9383407.66
604,1,3,2,Semi-Furnished,4835744.67
946,2,4,1,Unfurnished,2938976.32
2504,2,2,3,Semi-Furnished,6598645.2
2247,2,1,2,Unfurnished,12733023.16
4061,4,3,3,Unfurnished,18947824.36
3144,1,3,1,Unfurnished,16711960.78
672,2,4,2,Unfurnished,6109436.68
4113,5,1,3,Unfurnished,15639298.81
4137,1,2,1,Furnished,37990497.91
1469,1,2,3,Unfurnished,4356022.83
4201,1,3,1,Unfurnished,18631480.89
704,2,1,3,Furnished,2203090.05
3027,5,3,1,Furnished,29905792.81
3354,2,4,1,Furnished,21387426.33
2848,1,1,1,Unfurnished,23242217.81
3000,3,4,1,Unfurnished,14488247.18
2078,5,1,1,Unfurnished,8483954.33
2940,3,2,3,Semi-Furnished,21359547.99
2382,5,4,2,Semi-Furnished,5324936.49
2420,1,3,2,Unfurnished,15110018.63
696,3,2,3,Semi-Furnished,6348548.26
4563,1,4,1,Unfurnished,41456436.44
2957,5,1,1,Unfurnished,25528131.44
3393,5,1,3,Furnished,26247744.6
2137,3,4,1,Semi-Furnished,15996265.37
674,2,3,1,Semi-Furnished,5096219.58
4570,5,1,1,Semi-Furnished,20955887.54
2116,3,2,3,Furnished,5848807.55
4581,3,4,2,Unfurnished,37436374.12
3747,5,4,3,Semi-Furnished,28500739.37
3155,3,3,1,Furnished,6658214.83
2821,1,3,3,Semi-Furnished,10045805.49
3804,2,2,3,Furnished,30347749.06
2861,5,2,1,Semi-Furnished,25524089.98
3282,5,2,1,Unfurnished,14035140.39
644,1,2,3,Furnished,1315915.82
2315,1,2,2,Furnished,5530119.39
2482,2,4,2,Furnished,7285231.77
1006,2,3,2,Semi-Furnished,5906167.1
2752,4,4,3,Furnished,18971279.89
4477,1,3,1,Unfurnished,35593377.86
4644,4,4,3,Unfurnished,9400366.51
4133,2,2,3,Semi-Furnished,18855673.48
4381,5,2,1,Semi-Furnished,41648874.79
949,1,2,3,Semi-Furnished,1990350.78
3060,2,2,3,Unfurnished,26117407.0
4527,3,2,1,Unfurnished,44276800.39
2819,4,2,2,Unfurnished,23029444.12
4701,3,2,2,Semi-Furnished,26677293.73
4620,3,3,1,Semi-Furnished,43718707.85
801,1,2,1,Unfurnished,1746918.08
4860,5,2,3,Semi-Furnished,31063714.47
3638,4,3,2,Unfurnished,29154636.44
4194,3,1,1,Furnished,31598975.01
924,5,3,2,Furnished,7114392.35
1980,3,1,1,Furnished,9286866.88
4421,2,3,1,Unfurnished,29754610.55
738,5,4,2,Furnished,5482297.4
3887,3,2,3,Unfurnished,34405885.46
3912,4,2,1,Furnished,26300119.46
1016,4,3,1,Unfurnished,7682465.04
2704,5,2,3,Furnished,14899074.5
3491,3,3,1,Unfurnished,29982870.26
2626,2,4,1,Semi-Furnished,20008590.95
737,5,3,3,Unfurnished,1818680.05
995,3,2,3,Furnished,5024469.04
1245,1,4,2,Furnished,3943719.12
3069,1,4,3,Semi-Furnished,7419418.34
4112,1,2,1,Furnished,12176277.67
4055,1,2,1,Semi-Furnished,34745073.69
4610,5,1,1,Unfurnished,15021887.56
3845,5,3,2,Unfurnished,8037697.88
4203,5,3,2,Unfurnished,25711538.1
2323,5,3,2,Unfurnished,8585108.71
3497,4,1,3,Unfurnished,33857606.99
668,5,3,2,Furnished,6220070.71
4711,3,3,1,Semi-Furnished,10746048.43
1202,4,2,2,Unfurnished,8941987.58
2633,2,3,1,Unfurnished,9094306.04
1603,2,3,3,Semi-Furnished,9008867.92
2427,5,1,1,Semi-Furnished,16382457.8
4728,5,3,2,Semi-Furnished,17964305.19
1427,1,4,1,Semi-Furnished,6943353.71
2651,4,4,2,Semi-Furnished,11810603.84
3470,3,1,2,Furnished,12625238.66
3228,1,4,3,Furnished,20608892.59
4037,4,1,3,Furnished,29565311.02
1635,1,1,1,Semi-Furnished,14457022.79
1484,5,1,3,Furnished,3204643.14
4853,5,4,3,Furnished,37057490.42
1833,2,2,1,Semi-Furnished,14141169.07
3015,3,2,1,Unfurnished,26185223.48
4888,1,2,2,Furnished,45035282.57
4693,3,1,2,Furnished,20629544.83
2608,4,1,1,Furnished,23050540.39
2435,1,4,2,Semi-Furnished,8095183.49
501,5,2,2,Furnished,2105331.46
2780,4,3,3,Furnished,17129383.56
1271,3,3,2,Furnished,6830972.75
4734,3,3,2,Furnished,24427247.04
727,3,4,3,Unfurnished,1949974.77
1804,3,2,1,Unfurnished,17855003.63
3796,3,4,3,Unfurnished,17962734.6
2648,2,2,2,Unfurnished,18435196.95
4602,3,4,1,Furnished,39343363.2
1085,2,2,1,Unfurnished,10012201.58
3034,4,1,3,Unfurnished,15622906.62
763,1,2,1,Unfurnished,3970818.04
1171,4,3,1,Unfurnished,8009884.74
1246,4,2,2,Unfurnished,3516138.89
2235,3,2,1,Furnished,21590633.92
1856,2,3,1,Semi-Furnished,13081241.07
3999,1,1,1,Semi-Furnished,16100985.19
3162,4,2,1,Furnished,19025512.29
1848,3,3,1,Semi-Furnished,5441633.75
3667,3,2,1,Semi-Furnished,14849953.97
716,4,1,1,Furnished,5239579.75
776,1,3,1,Unfurnished,2043300.34
1249,5,4,1,Unfurnished,10864935.94
2603,4,1,2,Unfurnished,5623385.2
4844,1,1,3,Furnished,10123743.73
1375,4,1,1,Semi-Furnished,6675509.99
2766,3,1,2,Furnished,24121724.69
4882,4,3,2,Semi-Furnished,18840365.31
3944,4,1,3,Furnished,10196014.23
4125,1,1,2,Semi-Furnished,25111291.83
1025,3,3,2,Unfurnished,5703951.1
3367,2,3,2,Unfurnished,7319197.69
4733,4,3,2,Semi-Furnished,46538434.75
1443,3,3,2,Furnished,9081786.71
1572,4,2,2,Semi-Furnished,4520703.22
1516,1,2,2,Unfurnished,14017664.55
4646,4,2,1,Unfurnished,31657757.83
2873,5,2,1,Furnished,24268089.73
1890,3,1,2,Semi-Furnished,5543910.01
4281,1,3,1,Semi-Furnished,13098913.01
4927,5,3,1,Semi-Furnished,18171086.56
4351,5,2,2,Furnished,15268128.04
3903,4,1,3,Semi-Furnished,38020564.73
2768,3,1,3,Furnished,16254568.62
900,2,4,3,Furnished,5035724.81
3806,1,2,1,Furnished,23168422.35
1222,5,4,2,Semi-Furnished,9790580.55
2930,2,2,3,Furnished,13367121.83
4014,1,1,2,Unfurnished,26024147.04
1447,3,3,3,Unfurnished,7561265.64
2117,2,1,2,Semi-Furnished,16923631.25
4763,1,1,1,Semi-Furnished,13310033.06
4920,3,3,1,Unfurnished,26346165.27
1577,5,3,1,Furnished,3547453.23
2801,5,1,1,Furnished,12038025.57
979,1,4,1,Unfurnished,6407842.26
4788,4,4,3,Unfurnished,16958889.96
4725,5,3,2,Furnished,45846754.46
3773,5,3,3,Unfurnished,35178352.5
1302,5,1,1,Semi-Furnished,10989417.26
1314,1,1,3,Unfurnished,3474637.35
3291,1,3,3,Furnished,24046510.76
1464,5,4,3,Furnished,9409612.14
3917,1,2,2,Furnished,31419104.55
4537,4,3,1,Semi-Furnished,44538296.1
3950,3,3,1,Furnished,26556135.78
4375,3,1,3,Semi-Furnished,31155756.6
2718,3,2,3,Furnished,9528909.86
1387,2,2,1,Semi-Furnished,5861351.11
3928,1,3,3,Furnished,19050437.09
3255,3,2,3,Unfurnished,26950590.06
4912,4,2,1,Furnished,33711167.99
3504,4,1,1,Furnished,10516430.09
3330,2,1,3,Unfurnished,7561607.59
2790,1,1,1,Furnished,12988383.52
3643,1,1,2,Semi-Furnished,21337005.68
4669,4,2,1,Semi-Furnished,27132256.37
2816,2,1,1,Semi-Furnished,23786344.68
2370,5,4,3,Furnished,22168829.69
4991,2,4,3,Semi-Furnished,21785190.34
3686,2,1,1,Furnished,35690524.55
2566,2,1,2,Semi-Furnished,10634675.4
4148,4,2,2,Semi-Furnished,16600578.28
4799,2,4,1,Furnished,45689927.48
1899,5,3,3,Semi-Furnished,11402799.83
2284,4,1,2,Semi-Furnished,12575548.24
3317,2,1,1,Furnished,32793763.59
4615,5,3,2,Semi-Furnished,40095865.85
2545,5,1,2,Furnished,20827823.87
3734,4,3,1,Unfurnished,23204879.03
3189,5,4,2,Semi-Furnished,31491502.83
4891,3,1,2,Furnished,39086518.01
4747,5,3,3,Furnished,23757178.26
1725,2,3,1,Furnished,16263781.13
3946,4,3,1,Furnished,35889339.63
3822,4,4,3,Semi-Furnished,37557212.28
2188,3,4,2,Furnished,9944256.85
3741,1,2,2,Furnished,35279094.42
4709,4,4,1,Furnished,23872433.04
4555,1,3,2,Semi-Furnished,31897026.11
979,3,2,2,Unfurnished,5344715.47
846,5,1,3,Furnished,7577701.63
3801,4,1,1,Unfurnished,11797182.21
1092,5,2,3,Semi-Furnished,2964981.22
1359,1,2,3,Unfurnished,13363669.3
3066,1,1,2,Unfurnished,11135037.5
1944,3,2,2,Semi-Furnished,4690007.31
3483,1,1,2,Furnished,28651972.73
3487,5,2,3,Semi-Furnished,28960148.74
3043,1,4,1,Semi-Furnished,24332843.49
3399,2,1,1,Furnished,8212556.03
1935,5,2,1,Furnished,18521760.13
865,4,4,2,Unfurnished,8476962.95
2855,5,4,3,Furnished,22496013.53
3537,5,3,1,Furnished,24704141.92
3574,2,4,1,Semi-Furnished,25116039.41
4934,5,2,3,Furnished,24098492.93
3911,3,4,1,Unfurnished,25204070.29
1676,5,1,1,Unfurnished,10611951.17
3910,2,4,3,Furnished,29331883.14
3813,5,4,3,Semi-Furnished,22181630.26
4344,5,1,3,Unfurnished,27998387.06
4013,2,3,2,Semi-Furnished,32962386.65
4393,3,3,2,Furnished,30635765.12
1152,3,4,1,Furnished,11209620.02
3557,5,2,1,Unfurnished,34714662.26
3757,1,2,2,Unfurnished,14256263.7
3976,2,4,2,Unfurnished,32596619.88
2142,1,1,3,Semi-Furnished,19605073.41
2767,1,1,2,Unfurnished,11238723.89
1405,3,4,1,Furnished,13745135.17
3519,2,1,2,Semi-Furnished,33664294.52
4153,2,4,3,Furnished,11567756.76
2118,1,2,1,Unfurnished,16692448.49
2473,3,2,3,Furnished,11136141.3
4958,2,4,3,Semi-Furnished,20919020.32
3566,5,2,2,Semi-Furnished,26092959.71
1447,5,4,3,Furnished,11836435.77
3893,3,4,3,Semi-Furnished,19769978.19
2299,3,4,3,Furnished,9598347.21
1431,1,3,3,Unfurnished,10382464.69
4407,1,4,3,Unfurnished,27558892.14
3699,4,1,2,Unfurnished,13708390.36
4283,3,3,1,Semi-Furnished,41088629.48
1182,3,1,3,Furnished,8030809.65
4978,4,2,3,Semi-Furnished,41031154.37
2026,5,4,2,Furnished,15747354.44
2838,5,3,1,Furnished,22458647.37
1392,3,2,2,Unfurnished,12833149.96
3777,3,4,3,Semi-Furnished,21962137.38
3357,5,1,1,Furnished,30630653.42
4032,4,4,3,Unfurnished,10714594.81
