Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
1.3,81,8.5,0.7,C
2.2,83,4.9,1.5,C
4.1,76,4.9,0.3,C
2.0,91,4.3,1.1,C
4.6,91,5.1,1.7,C
5.0,67,4.7,3.3,C
1.4,92,4.7,4.2,C
0.8,89,8.5,1.9,C
6.8,52,4.8,2.9,B
6.6,62,7.3,2.3,B
5.2,65,7.2,1.2,B
2.4,69,5.8,2.9,C
0.5,99,4.1,2.6,C
2.0,95,6.8,0.1,C
6.2,65,8.3,1.8,B
5.3,75,4.6,2.5,B
6.5,78,8.0,2.8,B
2.9,60,6.1,1.8,C
9.7,69,6.4,1.2,B
1.5,80,4.4,4.7,C
4.0,58,4.1,3.1,C
5.7,56,5.5,3.7,B
3.1,55,4.7,4.0,C
3.1,93,6.7,0.4,C
3.4,77,5.6,1.5,C
9.4,83,8.4,4.0,A
1.4,56,5.0,0.8,C
2.7,97,8.8,3.2,C
5.5,62,4.0,0.8,B
5.9,67,7.0,4.9,B
5.5,66,6.7,3.8,B
9.8,95,8.3,3.5,A
6.5,72,5.4,3.2,B
4.3,60,7.4,0.8,C
6.0,86,4.6,1.3,B
4.4,61,6.9,2.3,C
1.5,92,5.7,2.8,C
6.8,60,7.9,0.4,B
5.7,81,7.9,2.8,B
6.4,73,5.9,4.4,B
1.6,76,4.8,3.2,C
7.0,89,7.4,4.0,B
0.1,52,6.9,3.7,C
9.9,71,6.4,3.8,B
7.8,87,8.6,3.5,A
4.6,65,5.3,4.7,C
3.5,83,8.1,1.7,C
0.5,89,6.8,0.8,C
6.7,76,7.4,3.9,B
2.1,84,8.9,2.8,C
7.3,62,7.4,3.4,B
7.6,56,7.6,1.0,B
7.8,60,8.8,2.3,B
9.3,53,7.0,3.5,B
0.6,52,8.6,2.2,C
7.9,94,7.8,3.5,A
9.9,54,4.2,2.1,B
1.4,67,7.3,2.4,C
4.2,100,4.1,0.5,C
9.3,98,4.1,0.9,A
3.5,77,7.8,3.9,C
9.6,61,4.6,4.5,B
6.8,77,8.3,1.4,B
7.0,61,8.0,3.9,B
1.2,87,8.5,3.4,C
6.8,55,4.2,4.8,B
0.3,52,6.9,3.9,C
2.9,64,7.8,1.2,C
3.0,51,8.2,3.6,C
6.6,51,6.2,3.1,B
3.4,97,8.0,2.1,C
8.8,68,4.1,3.9,B
2.7,98,4.6,3.2,C
0.4,96,4.3,4.9,C
7.4,72,7.3,2.3,B
6.8,81,8.7,4.4,B
1.7,65,4.5,4.0,C
4.4,67,5.8,1.6,C
7.7,89,6.4,3.8,A
8.5,85,8.1,0.4,A
1.7,66,7.3,3.2,C
2.6,55,5.2,4.2,C
4.7,51,5.7,4.1,C
3.8,100,6.9,1.4,C
6.6,85,5.5,1.2,B
6.4,76,4.6,3.7,B
4.8,72,8.6,3.8,C
6.5,64,7.1,2.3,B
9.8,72,5.0,1.1,B
6.1,99,8.8,3.4,B
3.6,82,5.5,0.4,C
8.5,60,6.7,4.6,B
5.2,92,8.0,4.4,B
0.2,81,8.1,2.5,C
7.8,52,7.1,2.3,B
0.4,54,4.3,4.1,C
6.7,54,5.2,2.5,B
6.3,55,5.7,4.8,B
2.7,61,4.9,4.4,C
4.8,94,8.1,3.6,C
2.5,50,4.1,3.8,C
5.7,65,6.5,4.1,B
1.6,65,4.5,2.8,C
9.2,55,6.0,3.7,B
5.5,89,4.5,3.5,B
0.9,81,8.7,3.1,C
6.6,67,6.9,2.9,B
8.4,65,4.3,4.5,B
6.1,85,4.9,2.2,B
7.3,98,4.1,2.0,A
0.6,93,5.1,3.0,C
8.7,84,6.5,2.3,A
0.8,89,5.5,3.5,C
4.2,55,6.1,3.5,C
4.8,53,8.0,4.0,C
5.9,67,8.7,2.9,B
0.7,93,8.1,1.5,C
4.1,63,7.2,2.9,C
7.7,78,6.0,0.4,B
1.6,78,4.7,2.6,C
2.7,100,4.8,0.2,C
9.3,92,7.7,4.2,A
3.6,80,4.8,2.2,C
5.6,71,9.0,1.8,B
2.1,70,5.2,4.7,C
1.5,56,6.2,4.0,C
9.7,98,4.7,4.9,A
4.1,87,5.3,0.5,C
2.7,70,7.1,3.4,C
1.2,83,8.9,4.4,C
8.3,63,7.3,3.3,B
8.6,98,4.6,4.6,A
1.1,55,7.5,4.1,C
0.3,86,7.9,0.1,C
8.6,65,4.1,1.5,B
3.6,70,8.2,4.7,C
7.6,98,4.3,0.7,A
0.4,59,6.0,2.1,C
7.1,84,6.0,2.8,A
9.6,57,4.4,0.6,B
1.0,81,8.6,0.4,C
1.8,86,6.8,2.6,C
1.6,71,5.9,4.4,C
3.0,82,6.0,2.2,C
6.3,83,5.1,4.0,B
9.6,51,5.4,0.4,B
3.2,98,6.8,3.9,C
7.1,76,8.3,1.1,B
9.5,63,7.7,2.9,B
0.7,52,4.9,0.1,C
3.6,85,8.7,1.0,C
8.2,72,7.1,2.0,B
8.1,60,5.1,1.0,B
3.5,86,8.7,4.7,C
4.1,90,7.7,2.3,C
2.5,60,5.6,1.0,C
6.8,94,4.8,4.2,B
8.9,69,8.6,1.8,B
1.2,66,4.6,4.2,C
6.9,68,8.1,3.6,B
9.8,61,8.1,1.1,B
1.7,82,9.0,1.6,C
2.6,96,7.5,1.8,C
2.4,84,8.9,4.9,C
3.4,67,7.2,1.4,C
2.1,53,6.1,3.2,C
7.8,95,7.7,0.5,A
9.7,97,5.4,2.0,A
4.3,76,7.2,4.8,C
3.6,62,5.2,3.9,C
6.9,64,8.5,4.8,B
0.5,63,5.1,3.0,C
5.3,94,5.1,1.4,B
8.3,88,6.2,1.4,A
5.7,68,7.7,1.2,B
1.7,59,4.0,2.7,C
6.4,57,8.0,0.0,B
2.3,86,5.7,4.7,C
7.6,61,7.6,4.5,B
0.3,77,6.0,1.9,C
1.0,72,7.9,3.2,C
7.1,60,5.2,0.9,B
5.0,69,4.6,4.0,C
1.2,81,5.9,3.5,C
2.6,83,4.5,2.9,C
2.2,69,6.8,1.9,C
7.9,100,8.9,4.4,A
3.7,69,6.8,3.8,C
8.2,54,9.0,4.9,B
4.4,65,4.4,1.5,C
1.2,79,8.4,4.6,C
2.7,100,7.7,2.5,C
1.6,72,4.1,1.8,C
6.8,73,4.2,2.4,B
0.7,75,7.2,4.0,C
1.7,78,6.1,4.0,C
5.8,67,4.5,4.5,B
5.6,85,8.0,3.5,B
0.1,83,8.2,3.2,C
8.1,73,7.7,4.5,B
4.5,57,5.5,4.1,C
8.1,54,8.4,1.1,B
2.5,64,6.7,1.6,C
6.4,73,6.5,1.9,B
7.5,71,4.7,4.8,B
1.1,85,8.3,0.5,C
8.0,67,4.3,4.0,B
2.2,70,8.7,4.4,C
0.3,91,6.8,2.1,C
2.7,91,7.9,2.4,C
9.5,97,8.1,0.4,A
0.1,72,4.1,1.4,C
6.7,66,7.1,0.8,B
0.2,52,8.9,2.8,C
9.5,84,8.6,0.2,A
1.3,77,8.9,1.2,C
8.4,75,7.1,3.5,B
9.0,65,4.3,0.1,B
7.9,85,5.8,4.1,A
6.1,73,7.3,0.0,B
3.2,99,8.2,1.8,C
3.4,90,8.4,2.7,C
4.3,84,5.1,1.4,C
8.1,54,8.9,2.1,B
9.5,92,5.5,2.9,A
0.9,79,7.4,2.1,C
6.7,68,7.6,1.4,B
7.7,81,5.1,3.5,A
0.9,54,5.8,1.4,C
2.1,88,6.9,0.3,C
7.0,92,4.5,4.8,B
3.9,80,8.8,4.2,C
1.6,65,5.9,4.3,C
4.7,92,8.0,2.5,C
0.1,80,7.2,2.8,C
2.1,90,4.8,3.1,C
9.4,73,4.2,4.5,B
6.0,92,7.8,4.0,B
4.9,95,4.0,4.2,C
1.4,78,8.0,2.8,C
7.8,89,5.5,1.3,A
1.1,87,5.6,2.4,C
4.2,95,4.9,2.6,C
0.4,77,6.9,0.5,C
8.0,76,7.6,3.1,B
9.8,74,8.5,3.8,B
3.9,54,4.2,3.6,C
4.1,88,8.5,2.0,C
7.3,59,5.1,0.7,B
1.4,54,8.9,4.0,C
9.8,95,6.5,4.3,A
2.0,87,8.9,2.1,C
8.5,96,7.4,1.3,A
3.7,86,4.1,3.4,C
8.2,86,6.8,4.4,A
6.8,76,7.1,2.5,B
9.4,95,5.6,3.5,A
2.0,98,6.4,0.9,C
2.8,90,8.7,1.7,C
4.9,99,8.0,3.9,C
8.2,58,7.9,4.6,B
0.5,52,7.1,3.0,C
5.5,65,6.8,0.2,B
8.3,96,6.4,2.8,A
4.6,63,6.7,2.8,C
7.5,77,5.9,4.3,B
7.3,68,4.7,0.2,B
4.9,71,7.0,1.3,C
0.7,59,8.5,4.0,C
7.7,94,6.4,4.0,A
1.4,75,6.5,1.6,C
8.0,73,7.8,2.0,B
5.4,57,8.3,1.2,B
6.1,62,8.6,4.5,B
5.6,98,7.4,0.4,B
6.3,95,8.2,4.8,B
6.7,97,4.0,2.4,B
0.4,99,8.3,1.4,C
9.9,63,5.1,1.3,B
5.6,71,7.5,4.2,B
9.3,51,5.5,1.4,B
6.8,67,7.1,3.7,B
1.9,79,4.9,4.9,C
0.7,100,5.6,0.4,C
7.7,78,5.6,0.5,B
7.9,65,5.6,2.8,B
0.9,76,4.8,3.6,C
2.5,68,8.5,0.6,C
4.7,67,4.2,4.9,C
8.1,81,5.0,4.8,A
7.6,92,5.2,2.9,A
9.9,51,4.2,3.0,B
5.2,50,5.1,3.9,B
2.7,54,7.1,1.3,C
7.8,64,5.0,3.5,B
6.9,53,4.2,4.2,B
0.9,85,4.8,0.1,C
5.1,70,7.3,2.3,B
2.9,51,5.9,3.1,C
9.7,67,8.8,5.0,B
10.0,70,8.5,0.5,B
8.4,62,4.2,3.7,B
6.1,57,8.0,1.6,B
3.0,91,6.4,0.8,C
4.2,69,5.2,4.9,C
9.8,65,5.6,2.3,B
8.4,65,4.0,2.0,B
8.1,83,7.4,0.0,A
8.6,84,7.5,4.9,A
5.7,72,7.5,2.6,B
8.2,97,6.4,0.2,A
1.3,53,7.0,0.6,C
9.3,61,8.6,1.4,B
1.8,100,8.5,4.2,C
3.7,77,7.0,0.2,C
3.8,95,6.1,0.2,C
4.0,51,6.9,2.6,C
9.3,82,7.4,0.4,A
8.6,87,6.9,1.9,A
9.7,61,6.1,4.4,B
7.5,53,4.4,0.2,B
2.4,87,5.5,2.7,C
4.9,94,5.3,3.1,C
0.0,75,5.9,2.9,C
8.0,73,7.3,2.3,B
0.2,63,4.1,3.2,C
7.3,76,8.7,0.0,B
2.6,55,5.1,3.1,C
7.6,57,6.3,3.8,B
4.0,97,4.9,4.7,C
5.7,94,8.8,2.5,B
6.9,64,7.4,2.5,B
5.3,93,4.5,0.9,B
0.2,64,8.1,1.9,C
1.6,94,5.8,3.9,C
8.8,97,8.2,3.1,A
7.6,65,6.7,4.0,B
3.0,50,8.0,4.8,C
5.2,95,6.7,1.5,B
7.9,52,4.6,3.2,B
5.3,95,5.4,1.9,B
5.9,83,5.4,3.9,B
7.9,73,8.5,5.0,B
9.9,51,7.7,2.1,B
1.6,69,7.8,2.8,C
7.7,96,6.9,0.8,A
4.8,62,4.7,2.2,C
6.2,63,4.7,1.7,B
4.3,72,5.7,4.2,C
0.2,55,7.1,1.1,C
0.1,99,7.8,1.9,C
5.0,87,7.0,4.1,C
7.3,64,5.3,1.7,B
5.2,74,6.8,4.1,B
6.6,96,8.6,1.7,B
5.2,54,5.6,1.4,B
1.6,67,5.4,4.3,C
3.9,90,7.1,1.3,C
1.6,86,5.1,4.3,C
2.8,90,6.1,4.7,C
7.3,56,8.6,2.8,B
8.7,63,5.8,4.0,B
6.0,65,8.1,3.6,B
10.0,80,7.1,1.3,B
7.1,95,4.2,2.9,A
6.1,100,6.1,0.3,B
4.9,54,6.8,2.9,C
6.2,50,8.9,3.1,B
5.0,57,8.2,1.3,C
7.7,98,7.0,4.4,A
6.4,79,5.4,4.9,B
4.3,84,8.2,2.0,C
8.8,57,5.2,0.4,B
2.7,70,5.7,4.3,C
8.0,82,7.5,1.9,A
7.9,63,6.9,2.8,B
7.9,87,4.1,4.4,A
2.2,89,4.1,2.2,C
1.3,91,5.9,0.5,C
3.7,81,5.8,3.4,C
8.1,94,7.0,3.8,A
4.0,68,7.9,3.8,C
8.4,64,6.1,2.7,B
4.6,100,5.9,3.9,C
7.7,87,5.8,3.3,A
1.5,90,5.3,2.4,C
5.4,79,5.8,3.4,B
5.5,80,6.7,4.5,B
6.9,55,4.1,4.0,B
0.3,82,7.7,2.4,C
7.7,89,6.8,1.5,A
1.9,72,8.5,0.1,C
5.7,56,5.1,3.0,B
8.7,63,8.6,2.2,B
1.1,83,7.3,2.5,C
5.2,97,8.6,1.4,B
8.0,64,7.4,3.5,B
2.6,82,7.5,2.1,C
3.5,63,5.7,1.8,C
9.8,88,7.2,2.0,A
3.3,95,5.4,0.6,C
1.5,75,7.9,3.0,C
8.2,75,4.1,0.9,B
9.0,93,6.9,3.2,A
1.0,89,4.7,2.0,C
2.6,80,7.3,1.1,C
5.5,93,7.2,0.2,B
2.2,80,6.0,1.4,C
1.4,95,5.2,1.3,C
1.5,83,7.5,3.7,C
4.1,52,7.0,0.1,C
1.3,88,8.3,1.5,C
6.3,86,7.1,0.0,B
5.0,95,6.4,3.1,C
1.0,79,8.1,4.6,C
3.2,50,5.9,3.0,C
1.8,68,4.6,4.5,C
8.4,73,8.4,2.7,B
3.6,58,7.3,2.5,C
9.6,99,8.5,0.8,A
7.2,75,8.8,1.4,B
5.0,52,6.1,0.5,C
8.4,94,5.8,4.2,A
6.2,79,6.1,3.8,B
9.1,62,6.7,0.3,B
7.9,50,4.7,3.8,B
9.8,75,4.8,3.4,B
8.4,56,6.4,2.8,B
2.3,59,7.1,0.1,C
9.6,54,4.6,3.5,B
5.7,59,8.0,1.3,B
2.3,54,6.8,2.1,C
8.5,79,5.8,3.8,B
3.8,80,8.1,2.3,C
8.2,55,5.5,1.6,B
8.7,86,6.8,0.1,A
8.9,74,8.8,3.9,B
9.5,91,6.1,4.1,A
3.4,94,6.2,4.0,C
2.8,83,5.5,2.9,C
8.4,97,5.2,4.2,A
1.5,56,4.9,1.0,C
5.8,73,8.5,1.4,B
0.4,81,5.8,2.3,C
0.6,100,7.0,3.2,C
3.0,59,5.6,1.5,C
3.5,88,8.2,2.8,C
4.1,51,8.6,0.4,C
8.0,92,6.3,4.9,A
3.6,75,7.0,4.4,C
4.2,94,8.6,0.5,C
6.0,90,7.5,2.1,B
8.0,68,5.6,2.6,B
9.6,82,8.3,1.1,A
7.1,89,6.9,1.7,A
0.7,76,8.6,4.5,C
6.1,86,4.1,3.9,B
8.0,70,7.0,0.1,B
9.5,57,8.6,0.7,B
0.6,72,5.6,2.2,C
6.4,54,4.6,0.2,B
6.0,68,6.3,3.4,B
5.3,50,4.3,3.2,B
2.8,50,7.2,4.2,C
6.7,52,4.5,4.4,B
0.3,87,4.3,0.4,C
9.5,66,6.6,2.4,B
3.0,92,5.9,0.8,C
3.2,92,5.8,1.6,C
3.1,83,6.0,4.3,C
4.3,82,7.7,2.1,C
7.2,69,5.5,2.2,B
0.8,52,5.5,1.6,C
1.1,59,8.2,0.6,C
4.5,91,6.0,1.0,C
8.6,59,5.9,4.9,B
5.4,90,7.0,0.4,B
0.2,83,5.3,1.7,C
4.0,58,4.3,3.2,C
1.4,78,5.4,1.6,C
7.9,67,7.7,1.6,B
5.5,50,6.0,0.3,B
1.5,68,4.2,4.0,C
9.5,66,8.3,3.7,B
1.0,63,8.4,2.5,C
5.8,80,6.1,1.4,B
1.7,88,8.4,4.4,C
9.0,70,7.5,3.3,B
7.0,60,4.5,2.7,B
1.3,66,8.1,3.4,C
8.1,73,7.8,2.1,B
6.6,75,8.2,1.4,B
5.8,99,6.8,4.5,B
7.7,96,5.4,2.3,A
7.8,99,6.0,4.2,A
3.2,83,4.0,4.3,C
2.7,50,4.7,3.3,C
3.3,58,5.1,0.1,C
3.0,63,6.6,2.3,C
4.7,70,8.3,4.3,C
2.6,92,7.0,0.8,C
5.7,63,7.8,4.0,B
8.8,79,6.7,4.0,B
0.5,73,4.5,1.8,C
0.5,97,7.8,3.8,C
7.4,93,7.4,4.8,A
5.8,73,5.1,2.6,B
0.3,90,6.1,0.5,C
8.8,98,8.5,4.1,A
1.3,89,7.7,1.5,C
4.5,90,8.9,2.2,C
7.7,90,6.9,4.7,A
0.5,60,8.4,3.9,C
9.1,93,6.9,0.6,A
1.3,81,7.1,2.1,C
4.3,67,4.8,3.5,C
5.9,86,8.1,3.5,B
0.0,68,4.2,4.6,C
3.4,57,7.2,3.7,C
0.7,52,6.2,4.9,C
3.5,88,8.2,3.8,C
1.6,90,5.5,4.3,C
8.4,55,4.3,3.8,B
1.4,89,8.6,3.4,C
0.4,65,5.1,2.3,C
9.9,76,7.5,3.0,B
7.8,56,4.9,0.6,B
0.6,60,4.9,2.8,C
0.5,56,8.4,2.5,C
4.1,62,8.7,0.0,C
1.6,89,4.1,4.8,C
8.8,83,6.5,2.1,A
0.7,81,7.7,1.6,C
6.4,52,5.2,1.5,B
6.6,69,5.5,5.0,B
7.1,52,4.4,4.0,B
5.2,70,6.3,4.2,B
1.9,75,7.3,2.0,C
3.7,97,4.2,0.1,C
9.6,93,7.6,0.5,A
4.7,97,7.9,1.6,C
7.5,56,7.0,0.1,B
7.0,80,8.5,2.8,B
4.5,71,5.4,2.9,C
5.5,98,8.9,3.3,B
2.4,70,8.8,2.1,C
3.6,92,5.6,4.4,C
9.3,89,7.4,1.6,A
1.1,57,4.7,3.3,C
4.0,57,5.1,3.3,C
4.1,66,6.0,2.7,C
0.8,66,7.2,0.3,C
0.3,83,6.4,1.3,C
8.1,70,7.5,3.2,B
9.5,98,6.6,1.1,A
7.6,72,4.9,1.9,B
6.5,51,7.4,1.4,B
0.8,89,6.8,2.6,C
3.5,67,6.5,4.9,C
8.6,86,4.2,1.1,A
0.8,86,6.2,2.2,C
8.2,96,4.6,2.1,A
1.2,99,8.4,2.3,C
4.0,94,4.9,4.7,C
7.3,86,6.1,0.2,A
7.8,99,8.9,0.4,A
7.4,85,6.1,4.0,A
2.9,84,4.2,0.5,C
9.7,63,8.0,1.6,B
8.4,74,6.6,4.1,B
3.5,58,5.8,2.1,C
2.5,87,7.9,3.7,C
5.7,55,6.0,2.4,B
5.0,97,4.5,0.6,C
6.7,53,6.0,3.2,B
2.3,84,7.9,1.2,C
5.0,100,8.1,3.7,C
6.1,69,4.1,2.6,B
1.0,87,5.0,4.7,C
9.6,79,7.8,1.0,B
0.2,58,7.0,4.8,C
8.3,98,9.0,2.2,A
4.5,79,6.9,3.3,C
3.9,67,8.4,4.3,C
6.3,97,7.9,2.2,B
0.9,68,4.0,3.5,C
8.4,67,4.9,4.2,B
7.5,100,7.6,3.4,A
9.0,63,5.2,2.4,B
2.2,59,4.7,3.2,C
9.6,55,8.4,1.0,B
7.4,95,4.2,0.1,A
9.1,80,8.5,1.6,B
7.4,64,4.2,1.4,B
5.7,62,4.2,4.7,B
3.6,91,8.9,0.7,C
5.6,100,5.3,2.4,B
7.3,76,8.8,3.1,B
0.6,95,7.5,2.8,C
2.5,68,4.2,0.8,C
0.3,54,7.6,1.8,C
2.9,83,6.4,1.9,C
7.3,100,7.9,1.5,A
2.9,92,4.3,2.8,C
9.8,77,8.4,3.2,B
2.3,57,4.1,4.8,C
3.4,100,8.5,1.8,C
3.0,68,8.2,4.4,C
6.2,52,5.8,0.8,B
1.1,93,4.2,2.2,C
6.3,91,8.0,1.8,B
0.3,70,8.1,0.6,C
5.6,75,5.6,4.6,B
6.4,96,7.7,4.4,B
1.8,63,8.5,5.0,C
4.3,59,7.0,2.4,C
4.6,57,6.3,4.5,C
3.7,78,8.8,2.9,C
1.0,83,4.7,1.5,C
9.2,71,4.7,2.7,B
5.3,59,4.1,4.6,B
8.8,58,7.8,2.3,B
9.8,75,5.0,0.3,B
3.2,80,5.4,2.4,C
6.9,73,7.6,1.1,B
1.0,53,8.1,1.8,C
5.0,55,6.4,2.8,C
4.4,70,8.3,3.0,C
2.1,80,5.9,0.6,C
9.5,77,8.4,0.7,B
6.3,88,4.5,1.7,B
5.4,75,4.9,3.6,B
4.1,78,8.8,0.7,C
8.7,84,6.5,1.9,A
8.2,92,4.3,1.7,A
9.9,97,8.7,0.3,A
6.7,66,5.0,2.8,B
6.7,72,4.6,0.7,B
0.7,95,4.5,0.5,C
4.3,94,4.1,1.9,C
5.2,69,4.0,3.9,B
2.9,72,5.8,1.3,C
4.2,80,5.6,1.4,C
7.4,69,6.3,4.6,B
1.1,73,7.5,4.0,C
4.8,97,7.3,2.2,C
4.2,75,9.0,3.2,C
7.8,85,4.5,0.8,A
5.1,71,7.2,0.5,B
1.0,84,7.3,2.2,C
2.5,79,4.3,3.2,C
3.4,82,8.5,0.6,C
4.8,55,8.3,1.6,C
8.6,86,4.7,2.4,A
0.9,51,5.0,3.8,C
5.1,69,4.5,1.7,B
0.3,70,6.2,4.0,C
6.3,58,5.5,1.0,B
1.1,58,7.4,0.9,C
0.1,57,5.7,3.6,C
8.0,53,4.9,4.7,B
8.5,61,5.0,2.7,B
7.0,100,5.1,1.7,B
8.6,60,8.4,3.0,B
1.7,64,5.2,4.1,C
3.9,94,5.2,3.3,C
6.4,79,4.4,4.1,B
4.0,98,6.6,2.1,C
3.6,72,5.6,4.9,C
2.8,55,6.9,1.0,C
1.2,63,8.1,3.4,C
3.7,100,6.2,3.5,C
4.6,86,4.7,2.3,C
7.9,99,8.3,1.9,A
1.1,95,4.5,1.8,C
0.9,53,5.5,1.0,C
0.0,90,5.2,4.1,C
2.1,92,7.0,1.4,C
1.6,84,7.5,4.4,C
4.2,91,7.6,2.7,C
8.7,67,6.8,3.1,B
1.4,86,8.6,1.6,C
3.8,80,8.8,3.6,C
0.7,95,6.7,3.2,C
7.7,65,6.6,2.6,B
3.2,80,7.9,3.8,C
1.6,63,7.4,3.0,C
7.9,60,7.6,2.2,B
4.5,58,6.9,3.9,C
5.4,60,8.4,2.0,B
7.2,87,8.2,2.5,A
8.5,62,7.9,3.9,B
6.4,94,5.0,1.5,B
4.4,86,5.5,4.1,C
0.1,97,8.4,4.1,C
6.8,73,4.0,3.0,B
7.1,75,8.4,0.2,B
1.8,75,4.6,2.3,C
1.8,88,6.8,3.4,C
1.6,56,6.6,2.8,C
1.7,97,4.7,0.1,C
4.8,100,6.3,4.8,C
0.4,89,8.7,0.9,C
7.7,73,5.7,3.7,B
6.4,85,7.0,3.6,B
6.3,53,7.6,4.3,B
3.6,51,7.0,3.6,C
2.2,94,6.8,3.4,C
10.0,85,5.1,3.6,A
6.6,80,8.1,4.5,B
8.0,69,4.8,4.2,B
5.5,55,8.4,2.2,B
1.9,69,4.8,3.1,C
0.0,52,5.2,2.1,C
0.5,68,8.0,1.5,C
0.8,63,6.4,2.2,C
3.7,92,7.6,4.6,C
8.0,66,7.2,0.9,B
3.5,82,7.4,3.5,C
8.7,82,5.5,0.4,A
6.6,51,8.6,1.5,B
8.2,62,7.3,1.4,B
6.3,60,8.5,4.6,B
9.2,71,7.6,4.4,B
9.7,51,4.2,0.8,B
0.8,80,5.0,3.1,C
0.5,99,4.1,1.6,C
1.2,66,5.9,4.0,C
8.8,69,5.6,4.5,B
9.0,87,6.5,3.7,A
3.4,68,5.5,3.7,C
9.4,67,6.5,4.5,B
0.5,61,6.6,0.6,C
2.1,95,8.1,1.8,C
1.1,54,4.1,1.7,C
4.7,75,6.5,4.4,C
5.4,55,4.4,1.4,B
4.2,62,5.5,5.0,C
0.4,56,8.7,3.5,C
4.6,81,5.4,0.7,C
9.5,86,4.1,2.0,A
7.4,80,4.0,0.5,B
2.3,54,8.3,4.3,C
4.1,74,7.4,3.9,C
6.7,74,7.2,1.8,B
4.9,87,5.5,3.2,C
8.7,79,6.6,0.2,B
3.3,99,7.6,0.8,C
0.6,68,7.4,1.1,C
9.7,53,4.9,0.5,B
6.4,89,8.5,4.7,B
3.9,92,6.6,1.0,C
7.2,83,6.4,2.8,A
0.5,65,6.7,4.8,C
6.5,86,9.0,3.5,B
2.5,98,4.6,4.2,C
3.8,80,4.2,3.7,C
6.4,69,5.0,2.0,B
0.7,52,4.5,0.1,C
9.8,64,8.7,3.4,B
0.5,94,4.2,1.9,C
8.1,92,4.6,4.0,A
1.5,72,4.0,4.9,C
7.8,93,4.5,3.0,A
5.9,93,7.1,4.5,B
1.7,80,5.4,4.4,C
3.0,53,8.2,3.0,C
8.4,92,7.0,3.3,A
9.9,67,4.9,2.0,B
8.0,88,8.9,2.3,A
7.8,68,6.6,2.9,B
8.8,56,4.5,4.7,B
1.7,76,7.6,0.6,C
5.5,88,5.1,1.0,B
8.2,58,6.7,2.8,B
0.8,82,8.4,2.4,C
0.3,93,5.5,2.8,C
8.8,66,7.0,4.8,B
7.3,78,4.1,4.7,B
1.7,80,7.8,2.6,C
0.0,74,7.2,1.2,C
8.5,76,4.7,4.4,B
8.4,80,8.1,2.0,B
3.9,51,4.2,0.6,C
4.0,55,5.4,4.6,C
2.3,57,5.6,0.6,C
9.6,98,5.7,0.4,A
3.3,62,4.5,3.7,C
9.2,51,7.4,2.2,B
2.6,65,8.2,0.9,C
0.5,69,5.5,1.9,C
8.8,56,4.0,0.8,B
8.6,72,7.5,1.0,B
2.7,67,4.5,2.4,C
1.6,94,7.2,4.1,C
3.2,66,5.3,5.0,C
8.7,53,6.6,2.4,B
2.4,77,6.7,0.7,C
1.2,97,6.3,1.1,C
7.6,81,7.8,4.6,A
6.3,78,5.0,3.9,B
3.3,98,4.6,0.5,C
8.7,85,5.6,1.5,A
0.3,57,4.6,0.7,C
4.9,89,4.9,2.8,C
6.9,53,4.4,3.2,B
9.1,68,8.5,3.2,B
3.3,65,8.9,4.9,C
6.8,80,5.9,4.1,B
7.7,93,5.5,0.3,A
2.1,79,8.4,2.1,C
0.5,76,8.2,3.3,C
5.7,97,8.0,1.8,B
3.8,61,7.8,0.3,C
8.6,71,8.4,4.0,B
4.0,85,5.9,4.9,C
0.9,80,7.1,1.7,C
4.7,65,4.6,0.4,C
9.9,58,5.1,0.0,B
7.9,65,8.4,2.7,B
3.2,75,8.4,1.7,C
6.5,81,5.4,3.2,B
1.1,79,8.0,2.0,C
5.5,95,8.3,0.1,B
2.3,52,6.3,3.5,C
6.4,66,7.7,2.9,B
8.3,74,5.5,0.3,B
3.5,59,6.7,3.9,C
6.1,87,6.5,4.7,B
0.7,64,7.9,0.9,C
8.4,85,7.6,0.5,A
0.2,89,4.5,2.8,C
2.9,85,8.4,4.0,C
1.8,64,8.0,1.6,C
5.1,50,8.5,0.6,B
9.2,51,8.4,2.3,B
3.3,77,8.7,1.5,C
2.1,71,5.5,3.9,C
6.6,68,5.5,1.1,B
6.2,66,8.2,0.7,B
5.2,97,6.2,3.4,B
6.4,51,8.3,3.0,B
10.0,50,6.7,0.4,B
5.9,68,7.2,4.0,B
2.9,50,7.4,0.3,C
5.7,63,4.3,3.2,B
5.7,57,5.6,3.0,B
5.0,59,6.0,3.6,C
5.2,86,5.3,0.5,B
4.5,94,7.1,3.1,C
0.4,73,5.4,3.9,C
7.0,61,8.1,3.4,B
7.7,53,6.6,2.5,B
9.7,54,5.3,2.6,B
1.2,64,4.8,1.8,C
4.1,87,8.3,1.8,C
0.7,86,8.3,0.9,C
8.5,69,6.1,4.4,B
7.5,100,4.3,3.0,A
3.4,68,7.2,3.1,C
7.4,82,8.4,4.2,A
7.4,63,7.5,1.8,B
4.6,57,4.6,1.0,C
2.0,94,4.7,1.4,C
7.9,50,6.0,4.3,B
4.0,70,5.1,2.6,C
4.5,84,6.2,0.6,C
5.8,98,5.9,5.0,B
9.4,77,6.1,3.8,B
3.1,99,8.8,5.0,C
6.1,88,6.5,4.4,B
2.6,56,6.6,3.9,C
